"Genus","stage","extinct","mass_ext","log_range","log_bodysize"
"Gravicalymene",18,1,0,1.300643619,-0.294702938
"Greenops",19,0,0,0.696026657,-0.1453223
"Greenops",20,0,0,1.066965833,-0.1453223
"Greenops",21,1,0,-0.716728955,-0.1453223
"Griffithides",23,0,0,-1.201483295,0.485174533
"Griffithides",24,0,0,0.8433449,0.485174533
"Griffithides",29,0,0,-1.176435703,0.485174533
"Griffithides",30,0,0,-0.771346118,0.485174533
"Griffithides",34,1,0,-1.099957607,0.485174533
"Guandacolithus",5,0,0,0.072853763,-1.063167564
"Guandacolithus",7,1,0,0,-1.063167564
"Hanchungolithus",3,0,0,-0.596780284,0.294784496
"Hanchungolithus",5,1,0,-0.945683692,0.294784496
"Haniwa",1,1,0,-1.305024977,-0.399025468
"Hapalopleura",1,1,0,0.279407496,-1.389373263
"Hardyoides",1,1,0,-1.305024977,-2.162859446
"Harpes",6,0,0,-1.185468733,0.937749859
"Harpes",9,0,0,-1.025088558,0.937749859
"Harpes",16,0,0,-1.459326062,0.937749859
"Harpes",17,0,0,0.769019949,0.937749859
"Harpes",18,0,0,-0.9059852,0.937749859
"Harpes",19,0,0,0.87005686,0.937749859
"Harpes",20,1,0,-1.006880796,0.937749859
"Harpides",1,0,0,1.058079352,1.308854308
"Harpides",2,1,0,-0.73925552,1.308854308
"Heliomeroides",5,1,0,-0.722478055,-0.68780791
"Hemiarges",4,0,0,-1.234632203,-1.688239901
"Hemiarges",5,0,0,1.135062321,-1.688239901
"Hemiarges",7,0,0,-0.667231623,-1.688239901
"Hemiarges",9,0,0,-1.025088558,-1.688239901
"Hemiarges",11,0,0,-1.282184733,-1.688239901
"Hemiarges",12,0,0,0.233694865,-1.688239901
"Hemiarges",15,1,0,-1.099213968,-1.688239901
"Hemibarrandia",1,1,0,0.3972023,1.285441929
"Hemisphaerocoryphe",4,0,0,-1.234632203,-1.027551073
"Hemisphaerocoryphe",5,1,0,-0.945683692,-1.027551073
"Hibbertia",5,0,0,0.973935276,0.502165588
"Hibbertia",6,1,0,1.081887903,0.502165588
"Highgatella",1,1,0,0.738800839,-0.92958912
"Hillyardina",1,0,0,0.741470729,-0.920095673
"Hillyardina",2,1,0,-0.73925552,-0.920095673
"Hintzeia",2,0,0,-0.73925552,-1.086052523
"Hintzeia",3,1,0,0.071049198,-1.086052523
"Hoekaspis",3,0,0,-0.596780284,0.877142192
"Hoekaspis",4,1,0,0.464577778,0.877142192
"Holdenia",5,0,0,-0.945683692,-0.558468287
"Holdenia",6,1,0,-1.185468733,-0.558468287
"Holotrachelus",6,1,0,-0.006439934,1.390670091
"Homalonotus",9,0,0,-1.025088558,1.745273537
"Homalonotus",11,0,0,-0.041323131,1.745273537
"Homalonotus",13,0,0,-1.049978635,1.745273537
"Homalonotus",15,0,0,-1.099213968,1.745273537
"Homalonotus",16,0,0,0.931198459,1.745273537
"Homalonotus",17,0,0,0.851662948,1.745273537
"Homalonotus",20,0,0,-1.006880796,1.745273537
"Homalonotus",21,1,0,-0.716728955,1.745273537
"Homalopteon",1,0,0,-1.305024977,1.532489304
"Homalopteon",5,1,0,-0.945683692,1.532489304
"Hoplolichas",4,1,0,0.303392431,1.27479585
"Hungaia",1,1,0,-1.305024977,1.984651558
"Hungioides",2,0,0,0.641963544,0.687308825
"Hungioides",4,1,0,-1.234632203,0.687308825
"Hyboaspis",5,1,0,-0.945683692,0.97485592
"Hypermecaspis",1,0,0,0.848955886,0.906139349
"Hypermecaspis",2,0,0,1.791126627,0.906139349
"Hypermecaspis",4,1,0,-1.234632203,0.906139349
"Hysterolenus",1,1,0,0.958163221,0.81912626
"Hystricurus",1,0,0,1.065285366,-0.286518935
"Hystricurus",2,1,0,-0.73925552,-0.286518935
"Idiomesus",1,1,0,0.719885006,-1.669226951
"Illaenopsis",1,0,0,0.219015835,-0.810094228
"Illaenopsis",2,1,0,-0.73925552,-0.810094228
"Illaenus",1,0,0,0.878809,0.253166027
"Illaenus",2,0,0,1.652872686,0.253166027
"Illaenus",3,0,0,0.641216745,0.253166027
"Illaenus",4,0,0,1.14824433,0.253166027
"Illaenus",5,0,0,1.493778222,0.253166027
"Illaenus",6,0,0,1.067431267,0.253166027
"Illaenus",7,1,0,0.943974313,0.253166027
"Incaia",4,1,0,0.350010226,-1.597727279
"Isalaux",4,1,0,0.545267225,-0.291298881
"Isbergia",6,0,0,-0.013207843,-1.429238108
"Isbergia",7,1,0,-0.667231623,-1.429238108
"Isocolus",6,0,0,-1.185468733,-2.35150442
"Isocolus",7,1,0,-0.667231623,-2.35150442
"Isoteloides",1,0,0,1.040116297,0.365701936
"Isoteloides",2,0,0,1.146132233,0.365701936
"Isoteloides",4,0,0,-1.234632203,0.365701936
"Isoteloides",5,0,0,-0.945683692,0.365701936
"Isoteloides",6,1,0,-1.185468733,0.365701936
"Isotelus",4,0,0,0.98165898,0.76002185
"Isotelus",5,0,0,1.343438686,0.76002185
"Isotelus",6,0,0,1.097194445,0.76002185
"Isotelus",7,1,0,-0.667231623,0.76002185
"Ityophorus",6,1,0,-1.185468733,-1.422024806
"Jiia",1,1,0,0.296027234,-0.01653416
"Jujuyaspis",1,1,0,0.994855573,-0.261901619
"Kailia",10,0,0,0.18811573,1.29609243
"Kailia",11,1,0,-1.282184733,1.29609243
"Kainella",1,1,0,0.958952639,1.342955917
"Kaninia",1,1,0,-0.403127999,0.563130095
"Kaskia",24,0,0,0.588820799,-0.095651433
"Kaskia",25,0,0,0,-0.095651433
"Kaskia",29,1,0,-0.741631812,-0.095651433
"Kawina",4,1,0,1.10787336,0.587095869
"Kayseraspis",1,0,0,0.960382295,0.65702981
"Kayseraspis",2,1,0,-0.73925552,0.65702981
"Kayserops",18,0,0,1.036600355,0.067515194
"Kayserops",19,1,0,-1.300501397,0.067515194
"Kingstonia",1,1,0,-1.305024977,-1.097798244
"Kloucekia",4,0,0,0.129279451,-0.476204902
"Kloucekia",5,0,0,1.208500335,-0.476204902
"Kloucekia",6,1,0,-0.679912358,-0.476204902
"Kolihapeltis",17,1,0,0.371106756,1.745029364
"Kosovopeltis",9,0,0,1.275248753,1.278422966
"Kosovopeltis",10,0,0,1.048757518,1.278422966
"Kosovopeltis",12,0,0,-1.009377896,1.278422966
"Kosovopeltis",13,0,0,0.095193591,1.278422966
"Kosovopeltis",14,0,0,1.167322387,1.278422966
"Kosovopeltis",16,1,0,-0.473762838,1.278422966
"Lachnostoma",1,0,0,-1.305024977,0.33195292
"Lachnostoma",3,1,0,-0.596780284,0.33195292
"Lapidaria",2,1,0,-0.73925552,-0.278085952
"Lehua",4,0,0,-1.234632203,0.544639787
"Lehua",5,1,0,-0.945683692,0.544639787
"Leimitzia",1,1,0,-1.305024977,1.20611378
"Leiobienvillia",1,1,0,-0.165897651,-1.169791491
"Leiocoryphe",1,1,0,-1.305024977,-1.149302313
"Leiostegium",1,1,0,1.065285366,-2.444948905
"Leonaspis",4,0,0,-1.234632203,-0.250405316
"Leonaspis",6,0,0,-1.185468733,-0.250405316
"Leonaspis",7,0,0,1.904459239,-0.250405316
"Leonaspis",9,0,0,1.20217694,-0.250405316
"Leonaspis",10,0,0,1.051233452,-0.250405316
"Leonaspis",11,0,0,0.143991053,-0.250405316
"Leonaspis",12,0,0,1.387440827,-0.250405316
"Leonaspis",13,0,0,1.125004243,-0.250405316
"Leonaspis",14,0,0,1.16728889,-0.250405316
"Leonaspis",15,0,0,1.190556998,-0.250405316
"Leonaspis",16,0,0,0.859077193,-0.250405316
"Leonaspis",17,0,0,0.796289789,-0.250405316
"Leonaspis",18,1,0,1.43563575,-0.250405316
"Leonaspis (Leonaspis)",16,0,0,0.761386326,-0.250405316
"Leonaspis (Leonaspis)",18,1,0,-0.9059852,-0.250405316
"Lichas",5,0,0,-0.945683692,-0.191237525
"Lichas",6,0,0,-0.013207843,-0.191237525
"Lichas",7,0,0,1.278869958,-0.191237525
"Licnocephala",1,1,0,0.743116095,-1.229367223
"Linguaphillipsia",23,0,0,-1.201483295,-0.091237649
"Linguaphillipsia",24,1,0,0.705590279,-0.091237649
"Liobole",24,1,0,-1.519708633,0.262685671
"Liobolina",23,0,0,0.745746879,-0.125626781
"Liobolina",24,1,0,0,-0.125626781
"Liomegalaspides",2,0,0,-0.73925552,1.000861028
"Liomegalaspides",3,0,0,-0.596780284,1.000861028
"Liomegalaspides",4,1,0,0.613910651,1.000861028
"Lisogorites",4,0,0,0.61455544,-1.369206177
"Lisogorites",5,0,0,-0.945683692,-1.369206177
"Lisogorites",6,1,0,0.858576945,-1.369206177
"Lloydia (Leiostegium)",1,1,0,0.890915953,0.191640827
"Lloydolithus",4,1,0,-1.234632203,-0.427079817
"Loganopeltoides",1,1,0,-0.156536272,0.595841786
"Lonchodomas",2,0,0,0.641963544,0.527292371
"Lonchodomas",3,0,0,-0.596780284,0.527292371
"Lonchodomas",4,0,0,1.155062264,0.527292371
"Lonchodomas",5,0,0,1.473446682,0.527292371
"Lonchodomas",6,0,0,1.151974378,0.527292371
"Lonchodomas",7,1,0,-0.667231623,0.527292371
"Lunacrania",1,1,0,-1.305024977,-2.612924135
"Luojiashania",10,1,0,-1.318162762,-1.34673474
"Lyralichas",4,1,0,-0.66641818,-0.516887122
"Macropyge",1,1,0,0.93590322,0.500854211
"Malongullia",6,1,0,-1.185468733,-0.846582862
"Marrolithus",4,0,0,-0.444463554,-0.010942711
"Marrolithus",5,1,0,0.197685759,-0.010942711
"Megalaspides",1,0,0,-1.305024977,1.067194827
"Megalaspides",2,0,0,-0.73925552,1.067194827
"Megalaspides",4,1,0,-1.234632203,1.067194827
"Megistaspis",1,0,0,0.91051384,1.926301446
"Megistaspis",2,0,0,-0.12559921,1.926301446
"Megistaspis",4,1,0,1.152582779,1.926301446
"Megistaspis (Ekeraspis)",1,0,0,0.99842119,1.438531892
"Megistaspis (Ekeraspis)",2,1,0,-0.73925552,1.438531892
"Megistaspis (Megistaspis)",4,1,0,-1.234632203,1.216862828
"Mendolaspis",4,1,0,1.036371696,0.372161275
"Menoparia",1,1,0,-1.305024977,-1.572055717
"Merlinia",2,0,0,0.641963544,1.065897711
"Merlinia",4,1,0,-1.234632203,1.065897711
"Meroperix",10,1,0,0.697290857,1.508131447
"Mesotaphraspis",5,1,0,1.384997536,-1.648607558
"Metacalymene",13,0,0,-1.049978635,0.133909289
"Metacalymene",14,1,0,-1.056265867,0.133909289
"Metacanthina",17,0,0,0.278408875,0.796901193
"Metacanthina",18,1,0,-0.9059852,0.796901193
"Metacryphaeus",18,0,0,1.052516276,0.838409983
"Metacryphaeus",19,0,0,0.870445967,0.838409983
"Metacryphaeus",20,1,0,0.528219034,0.838409983
"Metapilekia",1,1,0,-1.143110484,-1.954118697
"Metapliomerops",1,1,0,-1.305024977,-1.254134016
"Metopolichas",4,1,0,1.098063131,-0.099434763
"Miaopopsis",4,0,0,0.817668782,-0.633516624
"Miaopopsis",6,1,0,-0.403675271,-0.633516624
"Microparia",4,0,0,0.860088047,0.290476518
"Microparia",5,0,0,-0.945683692,0.290476518
"Microparia",6,1,0,-0.403675271,0.290476518
"Mioptychopyge",2,0,0,0,1.211858842
"Mioptychopyge",4,1,0,0.781074309,1.211858842
"Miraspis",5,0,0,0.34577283,-0.038442939
"Miraspis",6,0,0,-1.185468733,-0.038442939
"Miraspis",9,0,0,-0.776285879,-0.038442939
"Miraspis",10,0,0,-1.318162762,-0.038442939
"Miraspis",11,0,0,0.143991053,-0.038442939
"Miraspis",12,0,0,1.38302914,-0.038442939
"Miraspis",13,1,0,-1.049978635,-0.038442939
"Monorakos",4,0,0,0.457483504,0.495979213
"Monorakos",6,1,0,0.163944394,0.495979213
"Morgatia",4,1,0,0.551893177,0.321299946
"Myinda",1,1,0,-1.305024977,-1.051502864
"Namuropyge",23,0,0,0.63044017,-2.383157546
"Namuropyge",24,1,0,0.245646668,-2.383157546
"Nanillaenus",4,0,0,1.032263171,0.173577568
"Nanillaenus",5,1,0,0.108724497,0.173577568
"Nankinolithus",4,0,0,-1.234632203,-0.154454587
"Nankinolithus",6,1,0,1.132350283,-0.154454587
"Naustia",1,1,0,-1.305024977,-1.316768495
"Neogriffithides",30,0,0,-0.771346118,-0.053457057
"Neogriffithides",34,0,0,-0.495711867,-0.053457057
"Neogriffithides",35,1,0,-0.644155442,-0.053457057
"Neoproetus",30,0,0,-0.771346118,-0.109575117
"Neoproetus",31,0,0,-0.934554047,-0.109575117
"Neoproetus",35,0,0,-0.644155442,-0.109575117
"Neoproetus",37,1,0,-0.40824829,-0.109575117
"Neseuretus",1,0,0,0.358072734,1.107546545
"Neseuretus",2,0,0,1.635151336,1.107546545
"Neseuretus",3,0,0,-0.596780284,1.107546545
"Neseuretus",4,0,0,1.080434925,1.107546545
"Neseuretus",5,1,0,-0.945683692,1.107546545
"Nieszkowskia",3,0,0,-0.596780284,0.482339556
"Nieszkowskia",4,0,0,-1.234632203,0.482339556
"Nieszkowskia",5,0,0,-0.945683692,0.482339556
"Nieszkowskia",6,1,0,-1.185468733,0.482339556
"Nileus",1,0,0,0.967408263,0.595115441
"Nileus",4,0,0,1.144565785,0.595115441
"Nileus",5,0,0,1.479862906,0.595115441
"Nileus",6,1,0,1.042720577,0.595115441
"Ningkianolithus",2,0,0,-0.73925552,-0.768437548
"Ningkianolithus",3,0,0,-0.596780284,-0.768437548
"Ningkianolithus",5,1,0,-0.945683692,-0.768437548
"Niobe",1,0,0,1.022785545,0.80219246
"Niobe",4,1,0,0.978165633,0.80219246
"Niobides",4,1,0,-1.234632203,0.83305367
"Niobina",1,1,0,0.805183659,0.277536326
"Nobiliasaphus",4,0,0,0.600010803,1.924193648
"Nobiliasaphus",5,0,0,-0.945683692,1.924193648
"Nobiliasaphus",6,1,0,-1.185468733,1.924193648
"Norinia",1,1,0,-1.305024977,0.538937481
"Notopeltis",1,1,0,0.169031808,-0.004556079
"Novaspis",6,1,0,-1.185468733,-0.487866543
"Octillaenus",6,1,0,-1.185468733,0.196071062
"Odontocephalus",19,1,0,0.575537056,1.198747845
"Odontochile",14,0,0,-1.056265867,1.049232711
"Odontochile",16,0,0,0.894691109,1.049232711
"Odontochile",17,0,0,0.7675625,1.049232711
"Odontochile",18,1,0,1.252720895,1.049232711
"Odontopleura",6,0,0,-1.185468733,0.109998212
"Odontopleura",9,0,0,-1.025088558,0.109998212
"Odontopleura",10,0,0,-1.318162762,0.109998212
"Odontopleura",11,0,0,-1.282184733,0.109998212
"Odontopleura",12,0,0,0.495430228,0.109998212
"Odontopleura",13,0,0,0.116994346,0.109998212
"Odontopleura",16,1,0,-1.459326062,0.109998212
"Oedicybele",6,0,0,0.907824383,-0.843789801
"Oedicybele",7,1,0,-0.667231623,-0.843789801
"Ogmasaphus",4,0,0,1.089214449,0.448671236
"Ogmasaphus",5,1,0,-0.945683692,0.448671236
"Ogyginus",2,0,0,1.592419437,1.232351745
"Ogyginus",4,1,0,0.804389264,1.232351745
"Ogygiocaris",1,0,0,-1.305024977,1.558512666
"Ogygiocaris",4,1,0,0.954578787,1.558512666
"Ogygites",1,0,0,-1.305024977,1.354765725
"Ogygites",4,1,0,0.174932498,1.354765725
"Ogygitoides",4,1,0,-1.234632203,1.242685029
"Onnia",4,0,0,-1.234632203,-0.15858739
"Onnia",5,0,0,0.197685759,-0.15858739
"Onnia",6,1,0,0.848742295,-0.15858739
"Onychopyge",1,1,0,1.001108404,0.408060853
"Opoa",9,0,0,-1.025088558,1.669992027
"Opoa",10,1,0,0.618832754,1.669992027
"Ormathops",2,0,0,-0.73925552,0.676963488
"Ormathops",4,0,0,0.860088047,0.676963488
"Ormathops",5,1,0,-0.945683692,0.676963488
"Orometopus",1,1,0,0.90413765,-1.731217478
"Osekaspis",4,1,0,-1.234632203,0.152058371
"Otarion",4,0,0,-1.234632203,-0.229942389
"Otarion",5,0,0,1.101808082,-0.229942389
"Otarion",6,0,0,-1.185468733,-0.229942389
"Otarion",7,0,0,-0.667231623,-0.229942389
"Otarion",9,0,0,-0.776285879,-0.229942389
"Otarion",10,0,0,1.029815361,-0.229942389
"Otarion",12,0,0,0.506552333,-0.229942389
"Otarion",13,0,0,1.275859238,-0.229942389
"Otarion",14,0,0,1.16728889,-0.229942389
"Otarion",15,0,0,1.266323012,-0.229942389
"Otarion",16,0,0,0.943739709,-0.229942389
"Otarion",17,0,0,0.78132965,-0.229942389
"Otarion",18,1,0,1.391448514,-0.229942389
"Paenebeltella",1,1,0,0.466668233,-1.280952285
"Paladin",24,0,0,-0.251770062,-0.425778928
"Paladin",25,0,0,0,-0.425778928
"Paladin",27,1,0,1.154700538,-0.425778928
"Paladin",36,1,0,0.644590477,-0.425778928
"Panderia",4,0,0,1.059468278,0.424417824
"Panderia",6,0,0,1.069099207,0.424417824
"Panderia",7,1,0,-0.667231623,0.424417824
"Parabarrandia",4,1,0,0.66804604,1.536539652
"Parabellefontia",1,1,0,0.749281751,-0.07943314
"Parabolina",1,1,0,0.91337489,-0.732255398
"Parabolinella",1,1,0,1.067400966,1.387074486
"Paracalmonia",18,1,0,0.770968711,1.017207209
"Paracybeloides",3,0,0,-0.596780284,0.152411448
"Paracybeloides",4,0,0,-1.234632203,0.152411448
"Paracybeloides",6,1,0,0.952166885,0.152411448
"Paragriffithides",24,1,0,-1.519708633,-1.066085326
"Parahomalonotus",16,0,0,0.670035306,1.830037236
"Parahomalonotus",17,0,0,0.464555697,1.830037236
"Parahomalonotus",18,1,0,-0.9059852,1.830037236
"Parakoldinioidia",1,1,0,0.674503144,-0.661235572
"Paralejurus",16,0,0,-0.476496234,0.956665821
"Paralejurus",17,0,0,0.370838753,0.956665821
"Paralejurus",19,1,0,-1.300501397,0.956665821
"Paraphillipsia",30,0,0,1.170358698,-0.817209762
"Paraphillipsia",31,0,0,1.07730736,-0.817209762
"Paraphillipsia",34,0,0,-0.250184256,-0.817209762
"Paraphillipsia",36,0,0,0.659189637,-0.817209762
"Paraphillipsia",37,1,0,-0.40824829,-0.817209762
"Parapilekia",1,1,0,1.016479326,1.197443166
"Paraplethopeltis",1,1,0,1.053157861,0.424977816
"Pareuloma",1,1,0,0.891884835,-0.710519605
"Parillaenus",4,0,0,-1.234632203,0.615473188
"Parillaenus",6,1,0,-1.185468733,0.615473188
"Peltabellia",1,1,0,1.024781124,-0.454997955
"Peltocare",1,1,0,0.903920544,-0.463613753
"Peltura",1,1,0,-1.305024977,0.560959332
"Pemphigaspis",1,1,0,-1.305024977,-1.022741968
"Pennaia",18,1,0,0.966857115,0.3338742
"Peraspis",4,0,0,0.457206925,0.935642659
"Peraspis",5,1,0,-0.945683692,0.935642659
"Petigurus",2,1,0,-0.73925552,0.696009074
"Phacopidella",9,0,0,-0.258977221,0.877686362
